scenario_id,split,scenario_variant,frame_index,image_path,label_path,image_sha256,person_labels,vehicle_labels,original_training_png_sha256
train_v01_clear_high,train,1,31,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0031.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0031.txt,CA50A8E5EF8891E49C5E3056927D29A017667286A01C28C514BE9890F7F50EFB,2,0,91255B3F42070F8D5BB2B3DC895E4328E1F22D9BD4715167A5D1A3E02C71448B
train_v01_clear_high,train,1,34,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0034.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0034.txt,2BFDAB1C1E06D6045FAE3221181120BA787C5450251B6A518AAE27B7BB12CA91,2,0,259FC1EF219C96D4C6D7C6878F7F51B870B943F970D7B3A17D2F3285EBCF6D50
train_v01_clear_high,train,1,37,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0037.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0037.txt,ED6D6E1D15AAED2B1707720684BE23FA39FB9D91845A77237E00CBEAF6DE27E8,2,0,9C62F0CA354DF22275824801A0E4D02FAE32D238C3FE0F3BDC46F566AA91C5D8
train_v01_clear_high,train,1,40,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0040.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0040.txt,40519B35F31D4C734EEAD3B0F1D5585DDCD2D6D13AAF2DA5777534AD0FD22474,2,0,2409E0601500A561123C10D047731B081EB04F177103E435CE5F9D575D0172FE
train_v01_clear_high,train,1,43,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0043.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0043.txt,7447CCED06408182F696619366922EEAFCA6C1F38B91C5F50D6BA8912093C6ED,2,0,9F5AB23DD2687C66FCD4C55D28DA1153F85F59CF2FEBB5E56CADFE8AE8C38223
train_v01_clear_high,train,1,46,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0046.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0046.txt,118C48AB7EC92C258D27B7E699FC56FEF7D539DE79C627077DD174490BFBE694,2,1,895CBCA57BE3289EEC0A1F4E7C204EECD817D75824E308F6546634D999333839
train_v01_clear_high,train,1,49,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0049.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0049.txt,FC0FD71970925B8C17E7938A0D0AB426BF9D70B9AA4303D59DEF723402070E74,2,1,D63673D005C0BC4D3E25F131B31E057412B7E0D8A4C6614DD6FC4F513AB842A6
train_v01_clear_high,train,1,52,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0052.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0052.txt,2C96E802DFE58EEC4FF86D63E9C8E30F6C52E662064C434A585F39EC72E86CFC,1,1,A6562EE00C329BCDCC3C6E01CFF881C3BA3A97EBCDEB8BED29AC4868E1CE79F5
train_v01_clear_high,train,1,55,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0055.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0055.txt,FE68D99AC23FB891689F8CB2E59546AE15888860BFD6D03FD5010A2DA51BE7D9,1,1,E630583EB187F6D0AB5EBD6704383664564578117734371F96DA51FA56676309
train_v01_clear_high,train,1,58,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0058.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0058.txt,962D565A155832349E7A486DC280007DC9AC35098AB84B978F80AE2510713A6D,1,1,4828771971895125F075AE015429A3C7D35AD52C9332450056F0C215483B98CA
train_v01_clear_high,train,1,61,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0061.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0061.txt,93D243453410A5AB88726F7A87CAFD5162E1376D63FE386857FD0A3BC1B7A3E8,1,1,774153DD8E07F639B7248589F89B999A17C4515FE194D562EC2BF3C4746A9932
train_v01_clear_high,train,1,64,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0064.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0064.txt,621F03B086B9F40DD0BF88DA0B70CE6B57B5F89E3F2AED13005766580450BB1E,1,1,BA0997188726FF2E4FC0ED2B8F10CCC841D0BD14F3049E5D4EE71A353876A105
train_v01_clear_high,train,1,67,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0067.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0067.txt,67187423417E391D18D4678C977CAA95A5E8F2E85CD23D6C4C3EB5C978AC8509,1,1,F1BEC3F4F8C4C41DDF10B9371E28FE34FBDF1467D21C3CEA585B27A6BE014C65
train_v01_clear_high,train,1,70,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0070.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0070.txt,FDE9BD82CC562C5E702DDEB3B4B7863DD60F5168E0DF5DAC8183CA71CCF09576,1,1,4EE7158731E07713B36AF572CF2FEFCACBFECD3895ECFCC73C8EC895B67D9C47
train_v01_clear_high,train,1,73,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0073.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0073.txt,C68B252ADC8981C6C496B62825A4F4D58CF202475121C9F9641423C26025C996,0,1,8CDE2C04E05F9FD7CCF44550A51EAA03616398726C6F908627B18765427E4733
train_v01_clear_high,train,1,76,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0076.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0076.txt,41C9D579168F0256554E4767DF2A6FBC8C8CA39D27CFB4B6197A0F9653F76767,0,1,069C304E880BAAA515015742B9AD3DC4EE90FE49E746C3A39628CA9FFC1C859A
train_v01_clear_high,train,1,79,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0079.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0079.txt,5C7C55971CCBD26CC1AB467E3E1A69CF3D99080B974A53B664C713E02F000CED,0,1,D79C90D15B181BCBEC5CD900D692552276AB0D7D871E87AFFFD1C93719AC4D48
train_v01_clear_high,train,1,82,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0082.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0082.txt,C85BA6C7AA5F207995811F74D82B22611AF605596C0BF9B496B7BE6F3DDAEA9F,0,1,A35ADA444513DD6FFF94544DD4EA5E867C694721973E3077CDFAC10222F929AE
train_v01_clear_high,train,1,85,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0085.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0085.txt,73157059BCB5FA9558D960DEAB28761030AB3410022DBFDEFD16F0DC14470D2A,0,2,F4A8611118F1FA55AB51A3C179CB94214AA5E533B6F3BBAF9918B3ED5D948C98
train_v01_clear_high,train,1,88,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0088.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0088.txt,F4207935054C96399E07CB70302EAD546E9C4C35C072C9921312AA588328E4B4,0,2,3C79CFBC8340935006DE0C0FA35B7015EF8EC84355E439FDC4A1081F9575B851
train_v01_clear_high,train,1,91,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0091.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0091.txt,89F346D9A15AB86A2FBE170B61AE5B9C5999D58D77E219F2664BAE2767F68F07,0,2,25F8AD8E792B8C189BFA967A04FAAB05F9EC1817FFCE4BD1AAE02AC6A8D7A21D
train_v01_clear_high,train,1,94,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0094.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0094.txt,4352228A30C146869C3B78516C79B2254D5FCC8EBCF3095B6C14464439DFF08E,0,2,5C242A52391F75A52D2F439769CEC6A5BB2692F6B9FA7B2EE07E6F1B4D128E93
train_v01_clear_high,train,1,97,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0097.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0097.txt,482465F543A6A181DDC4EF8B1E98DA0B6F662EDC9684168AE82F0C74798A2FD4,0,2,CC857754606348B40DFAFA22470D7ABA9037C59078C22616F286BD85F03568F4
train_v01_clear_high,train,1,100,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0100.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0100.txt,76ADCB09E0E0151E2CAF0DCD865067B23429349D70A624DA5CEA78B9568775C7,0,2,39112E20EA9B0478373B77BD4E442607FB8B213A1E7D3BED9793DE0E5049F1F3
train_v01_clear_high,train,1,103,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0103.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0103.txt,C528ABDD3984A0EE473F55046A81E25EC939E3698618A23966110CFFA04376C2,0,2,C1AE7D0539F7E442DD0CB16E08FBFD67A8826CADF8DE34B04B771F3E2F9861CD
train_v01_clear_high,train,1,106,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0106.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0106.txt,E045017B0107F3E485BA0B256946EC6CD1D7375897086C7ACCCBB47C36AD9824,0,2,0C3CCD44220DFE84197CC5D09A37AE56076A574558631A07F131F53AF2E41729
train_v01_clear_high,train,1,109,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0109.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0109.txt,A389AD2CC62DBCD67888FC020AC4364DCE58D8B1F78307EC47682C05FA13C350,0,2,16CBA216FC8563487E7678B90685ED3B679EA07554112DD9538A3137E420635E
train_v01_clear_high,train,1,112,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0112.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0112.txt,1AE4448780DC58B13DB561F0ECCE207871FD09380AC29FC317AEEDA715C60CFE,0,2,98FA8DD12FEA533B0A4158575F32AB4B86FE5BA27FA5C1068D3F29B4CEF141E1
train_v01_clear_high,train,1,115,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0115.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0115.txt,40337D27954B586748B1681A268F8D4FA47C9F7EDC266D0D169AFD5958A27531,0,1,CC63FD55825D98BF397404EEF0A4A44332535CBB90CA9849A361051669FA1AD2
train_v01_clear_high,train,1,118,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0118.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0118.txt,49E99A2B4399CAE16F8200039402B462D38D5C3522CBDA1573B83BCFCE56FA13,0,1,6F59EC0C813EFF8DA28005F2AF58942D238268C4D6FB27809D328200D0A41308
train_v01_clear_high,train,1,121,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0121.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0121.txt,28B8963F03EC7FC1DBE5FD828188C230477F5AC8B1EB8B2FE07373BE4F66F944,0,1,116B2E4CC3DF63E8B77A8194BEEE7A4F9A6CCACA21593F7283181E8043F6E34E
train_v01_clear_high,train,1,124,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0124.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0124.txt,FF13903F4DAC524BE2F725443CA7BEB0CE9E579D3E853B9079EC42B05B5343CC,0,1,F384F9760DB13BFEF59171BB0AA9662BC38E59B0B6D64FC9DDAAFE2A68011302
train_v01_clear_high,train,1,127,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0127.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0127.txt,E9926E526B09F3E75A8C6A911275C602092C11CFFAADC283BD5E8BA0B4877B24,0,1,4C4D3DD4F3B5C9C42D5277331A66860D4B45C5CF979A54615BA50FBE89CD8B4D
train_v01_clear_high,train,1,130,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0130.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0130.txt,A0AE09FFCD9AD1F48E40935BF789EEE9FA1AB1E1F34728D38F19EC2D2408FD94,0,1,8E8F0577DEBA14F27F396BAC40A5808F27F7CDFC050C9E36D29BF7CD45FA4B83
train_v01_clear_high,train,1,133,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0133.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0133.txt,E750C56C6A64155B3EDEA6EAC5DDB7B4CF635FBD1D4377199716B1BB7C59076B,0,1,7C22622657DF27C3951522CC6131350903E1C336BAF5C1AB9CCEA20818AE6A2A
train_v01_clear_high,train,1,136,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0136.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0136.txt,D7817DD2FF60288E2253259D11F28A1CA987837B6A09EEA1A5879014168BC227,0,1,4E35515D93BF536A7312247623B972534A8E00964DF9165880EDE1CA0FB55187
train_v01_clear_high,train,1,139,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0139.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0139.txt,DACB40E9748E7F529F892BA833045FF1F49A94B36CDAB263FBCD4484DB4A670E,0,1,752BA529282F6C0A3F9EEB0E9940B1CE5FE4C0B6EC267E5938962F858050AED5
train_v01_clear_high,train,1,142,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0142.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0142.txt,A0921B5DA5D76C387B42E76DBAF0FFB1F15D67C7D914C82221A314BB40B29EC6,0,1,01D18735960DEEED69EB7410D0A309759D3451DBBFF2855E66CADA7CCB239DDA
train_v01_clear_high,train,1,145,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0145.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0145.txt,2422738C93F279FB59970C9698483C8893AFA859F7DBC9DFE1D9569D291EED15,0,1,84E1BD73A30B59FCF9ADA0ED7F62F38FC0A6568C7245398030A0071FD04D1D6D
train_v01_clear_high,train,1,148,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\images\train\train_v01_clear_high__frame_0148.jpg,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\dataset\labels\train\train_v01_clear_high__frame_0148.txt,F5FF3BCAFC8E1B9B1FCA92DE851F7CB040D7F57AB09270881809F3569A12BC41,0,1,04D88C737FF5C5D19ECC5961E8FD91C4306D257D7BF49BE19A63FF1D35609265
