scenario_id,frame_index,image_path,image_sha256,label_sha256,frame_sha256,person_gt,vehicle_gt
S4,21,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0021.png,F163337D9A1335058114FCFDA6BD29EC77F540BBAF7AE01104E63CB5C1B43D56,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,DFC4E286E64D5CB3F6A34409E6C931B8A0D2D823792978FE7F8726572333B728,0,0
S4,22,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0022.png,3207969BFD5E5925A9F0ABC0DD0C0500846A97818998D3C535376649D11E5641,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,AAE6D8A9EA1408B5A21B0B649FAC5933086D2FEBE470405ACAE3BF7C887E65F2,0,0
S4,23,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0023.png,44592022798295C2EEB89D9DBA02DC37E103DC13513A89650F027DAC7DF36721,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0D7B94BF4E8D82A244F761EF5B32A5C104A126D67093C71B401B806AEE6AA33D,0,0
S4,24,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0024.png,A161A48E9359C5D23913EF69F8B2306E845F05A5E8E406E9BC8290D0CCDFC276,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,FA70B5D5A0C6C73C43E407E613386B446017443CC91DBF3C4930ABE54A608915,0,0
S4,25,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0025.png,70EAD378671014E89532FA54C80E8C5959188F2416E193EDF903BDAF52B96B82,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,91237707F1588D93A091770452E4A186F0D3484F376C97425436334FD76E324A,0,0
S4,26,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0026.png,D9AB6E7DCD8838F4471917D2272C5650AFE2D8125A99352BE2C0FA287F6F2F36,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,5405C118D6C59EDFE61725558D05D19B68667FDD9331FB320D8A762A66BB60CA,0,0
S4,27,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0027.png,1D54DAB2755E5EDC0B604B9EE62D51B9EA2E8B70B164465B9856571F82773DFC,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,8876FB330C509D668649A91F915DFBFE686BD61994E961EF3ACA8312F3FFC47D,0,0
S4,28,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0028.png,F09D9CC28E50FF93E3B521512F9FE8674FFE9C02291B266E9947D8A28037AD77,310B7424866F182D3CD64C81EF1B1F38A3351E0C9CF53271030FEFCE070A7BDB,3C159D6652798DBB241EE115939D79D3532E3E32CF645A9A366002D9E555D240,1,0
S4,29,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0029.png,D2065534AA2AD4B96D61F9AAA637DBE75A692336CED727B068FD711B139F166B,9883DC0508A0E073E81211C2213D2271AB6B144DB3F119A7C6C0F6C3AA383859,EB29E9E90E3780E5EFD6F80063FC80FFB2005F4A54B7FD916BF50465CB00A12B,1,0
S4,30,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0030.png,7B5D46D3BE8BDA9B59F62D0E0DD12BCEDDA67A41909146507BDBE6575EA111F0,C6B412ECD343A8C11D65A56DC6CBEE0DC6253931DE0D400CFC0D81E3F6506564,30F704571BE5E73A518EA1FFA9898F357BF8D423992E789FD283B7E310DE9DCA,1,0
S4,31,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0031.png,D03D41869B0CBCC1CA2F0D874E6112FE227B398FBF5652B50A2356AE4A94A1AE,A05DBEC8B799EA67506695D6C419B51B32A7BC60F09850C76F628DA2EE777F76,FA0FF59C5379034153C8334AA9824BD617189993A976D266FE2AC9D98F190524,1,0
S4,32,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0032.png,B9E685FDB81716EC1CEBBEBC107E44A348AA8E17FEFE3AECC596F15E6C6E9897,2D7546AD7A44CBB72DF17131710BE64766FE26B99E6BCB28513E199357AB490F,D2B7A530AF36A97ECB770F3BA509EC13AD179A1976B67BAB8E6060692BD39602,1,0
S4,33,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0033.png,926E749E14E9708D3027E99C75B099B48AA8D7D2B6253D498CE834C68EDB8A28,96EF773C9323D64108B5D8294C4F5142D2975C4C4510516252F9E4FFB3E55537,B6A621103451E053CEA019F828620D6F0EC35DA1E17F301C41409DE62E3E9159,1,0
S4,34,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0034.png,CDB533D144D314D997BBC39C249E02FF6F0360B92E2F4B34D8EADCBD949DE03F,FECA82CDDB74A18EE4714D25E1F1F0DA45166ED06C95257F977D93394DC2982B,10F1FC3E6539C86FFA473171EADEDC582270D4A0703D4DD4D0643AE527F20EEC,1,0
S4,35,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0035.png,71EB786845BED3A6C9674585FFD74838967A3226FEEED974980104539082EA4F,1296C8834401FFB5164F310B7B4BCDE801A940DA264CC1387EAFA50DB101EAC8,3E0055123158556122D3072CAC234BDD5517832D740FBE6CEE54F10BBCDA1059,1,0
S4,36,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0036.png,9E25342D22E0C0BC50656DFC39C4237B02D5181C49BB20658CC7961543169B70,8BFDF95B4ED327007AC4B39B72AFCD93FC7D7FF68FCBF28A01391707F846F33D,E6905A71687CB7D2B7560899E9C38785636EDA35CFAE8C23EB3B7FC82DCE265F,1,0
S4,37,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0037.png,E59C99D8DF218F0E3FA6D61E938CDA9432533A62208314A509144D4233F4E9D0,AE04B11258444C9B4C0D57CE5A83CFE1FAB0C0F132BD471236363502E0B830C8,6AA30B972A8C5E9222EBF9D9FF7E3BDA98CD5D445E0B086AFC092C5B9FD51889,1,0
S4,38,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0038.png,24BB0A2BCF1FFA7E2A6117AE90FC131279F1DE4B3890446FBC01F461634D64CF,0A517B49112BC2B87B923F57A5DB451B293B225FBA75E4A5CFD9399872254BB8,4AB14AAFD03FB4DB93EBE6314DC6D6037F9250C1DC41997DEA2DCBDCDD06BFC5,1,0
S4,39,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0039.png,4BF40DEF6EB9DD09430B0B11AE8388688203473029981981FEB11FC25E42BF94,6CE8B1E395C1D6FAD973A6297FB9E822734EEA69F0297CFF408007BDCA95D4B4,D3114F9FBA44B7308B8DAC89BD0E0126B582F09C098624811DF4BC1FD8933EAA,1,0
S4,40,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0040.png,1B9CC614DF259B7118376B3E12FA21240C46A4FD2A7978E39D9E8B5239AA4966,E05AFA40D8A56ADEB5F480FB70A03B1F8359D57D6D5680436ADAE922A198AD26,8695A319E21A26E13D68E744B85BA89993E76FB09BC56518DFB6B270C6B8C226,1,0
S4,41,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0041.png,16CCC44BBED585E594650F82CA01BE24897D399827F0DB0360BDFB6B3AAC33FE,29A4A1EAB9C4CFB7D2F15B44C66AC9CFD09D0BFA742DE78186FEDCA72D5AF061,408AB7227FCC57D96CA36D0183AB1F5A6EA5A129A74E82039E7B6CC53C9F2D2B,1,0
S4,42,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0042.png,458B31B9B693E52EF6E657F502A03D3BA31EEC904472EA6709F5B1D5E922BD1E,CA9EE0FDD17A627F03570C7A9BD3870A3467F7778AE612B17414337DD2462603,1DDF24ED3B2634691CD4E943CC29F7D3583E490F2311D4D4B06F50715800FF8A,1,0
S4,43,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0043.png,757E6060304056B9C06441E6B865D91F37B7FB94D1B2DD04B8AAFA6FB26040E6,C02A940ABFFE9B656ADEAF97F9E0E4680C151A3C1C16A10EE79F6BE4C7DFECB9,55FF75D3003A4A037305E69D875208E2EA4F58683873C4166B487C3A0046524B,1,0
S4,44,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0044.png,D9A70BA4173FF849943649B3F67F18E4976E39687BF5941E04A35A10ED6B4165,387F9B55B5E5660BC3EC3F967C2F4E7CA4326FA82FF5182839D5CA2CD54F0DB5,371BCF9AC3849602FA92AA4FA92D94DE4310A3138FCF286722903BF319CF4790,1,0
S4,45,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0045.png,AA9E8732724BDF64E08B0FC4CD7577E2318DA8396CBBC3FFEF90C34080C40F6C,EFC4CA66F9422C6DCB7F522DACD4B7454E422B0F753413CFC43DC61644FFDE8D,96E8E496EBC3D00615D53D167D8A8BE7E85E2309B0E93FD804F78FDA66B10586,1,0
S4,46,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0046.png,0CB3947B64333AA4271E2E97F5A772F8D5A0D5B93D61BE210EB86C6AB3E13C9C,683F9478AB2A5A7B3C884516907ED2E4A3CFFB1837CDED84C48942C3BB5300C2,5BFADB1ED730FDA550CE0140CE4785E3B121C0B0057EEA075D2B29B2D4FE7B7B,1,0
S4,47,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0047.png,B6CE7B24F1F0E97514477F1D90D107BC25D3CB98758A54362DB5CD89AB5EDD00,8861A1DEABC23C305E61A13B2F13EFC7ED8209743E3EB6C2020BB7801DCEE2B5,B75CA680B318441A42C6D8AD4F6169422F803E78C1FBAEEF310EBCA0154DFBA8,1,0
S4,48,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0048.png,2A3A50E9EC2C068B2BC9A8872D2829DC7AFE53C3ED08856B8BEBF4A8C11504A0,25EDC75EA9E55305D75B45439150579B0F4C73295072F8115CD05297A10C13D5,D14BE3967E12B7C5E2F1E996C4E9BFD495AF7037AF0F37F44A4B71AA8FFBAE93,1,0
S4,49,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0049.png,9AA1C0E03EC0B648F5C64FAFA4344B99A4A7597F25939F1A057618C36530414F,35628E9CED33E5D722DFFC24DC13511E769AA0F313253D7B210056C5C1483AE2,FCE1405B374A845AABD11BBB252C5A0BA7F4D01C0FAB916B1BCA4B74BF0FE249,1,0
S4,50,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0050.png,96E0447B8074AAA0F4FE567D3C13A16F3D3606C49407F5DE3BE292A3DCF51F07,92111E516CB381C6E45E08CA36D1CEA0E4CE2440F19FF5365DA33A84FDEFF1BE,75E100E1994EE967158B1C7688001723AB33EB1DE6F3B317BBD9B785451F813B,1,0
S4,51,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0051.png,8D3E0DC3924C1D2F734B654168A7FAAB920EF7DE57F57771ECA83F410633A98F,C2E50D4C5C0E4E1139A9DF1A888DA7BA5837CC148E0946EF6E5A378B29CAFF36,1C14F07A93007ED9230FC71EC922C3205E9349D73831E215881AE63CC7F92866,1,0
S4,52,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0052.png,1792E1C3ACEFDF7B3EC7B19B4151703559F7023EF3AEF7FE0A30FAAE5EF6D1E9,B5EF5CB6191C7E44F3362920BF754CA040869A00ABE07339624B9BE4AE66CC25,E27391E9B1867E3AB6D4363A97571EFB1188EFC3C2EA9FFC770DA0AF80DAECBA,1,0
S4,53,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0053.png,58B1A751DC68608397CCF886A930A53CFCBE3833BDFB5D1405DA41945F33FF3C,19DE5B2743AAE4E607130062011F669F2A23998971132AABBA698771683C9C10,15844B3AAEBF6B8C5EE5723B18AB827DAC0D1E73E79F35E8EC180C100F1DE505,1,0
S4,54,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0054.png,DCFAD1D48BBF2F38384E340CB6C147977E886D63DA044C8BC50E6F62C2C10BC3,8F5F9377F4C458579D2F3D5107F03995107C8F9A21CF88172DC37024FC2A59D1,C56E260D6B55DE8B8041E93B92A77BA308D2A7442E388A69C2A5CBA47D6D81FD,1,0
S4,55,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0055.png,10C07C7A7E7D11D431F90B6C7E62F26AEDA611D6B174C60316D06A3AA254EFC4,498FEA86CB1E25FF6C60583AB6ADD1180392516720DD1351169D12C979A11ABA,93F1AC77613FFBB8DD6B1C64A968752C9DE298D0045DF187322A78B81BE75076,1,0
S4,56,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0056.png,57F82EB3AC56236AB9DFCB8D6280AC57380DFDECD38F2188DB0B336FD9D50D96,AA14A06BB1C249F329AB4A01DF901FABCEA2E28415E3CEEB5D3D8C52D0272250,DD7BC2B5146EBDEF9686BC95EDF0CE7B2E63B49EDDF28DD8755939E0DA3CD51D,1,0
S4,57,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0057.png,A79D5709856091F5F4D3AAB5C97D8DA004FD10A331B373AA80BB66141F66A3EB,B1D7968F2243CDBB79FAC129644956E9EAA483AF42A71B40DCFF2E95A51E111A,9AF3DBF3001B4CC21BAF1236207AC416896226F4615A5E7291E2A90FB6108ED0,1,0
S4,58,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v1\S4\initial_condition\frames\frame_0058.png,D3E1EE605C9B21EC3941CDB869BA693CAF83DBC9EA94F45938B8DF734EE07D2C,5D4E455EACA125027EE229726484C1EE96E05102AEFF0F41A8CF3468E1499874,824ADDADB001918E5323F36E602943AF641F5E888A606EC91D70D5548F2A28F0,1,0
